image,H,W,masks_total,candidates_kept,blocks_drawn,rows,median_cols_per_row,wwr,shading_idx
cmp_b0313.jpg,362,573,135,68,47,7,6,0.425532341232734,0.0
cmp_b0314.jpg,415,630,138,86,59,9,6,0.3764378228954207,0.04982947201212643
cmp_b0315.jpg,594,634,87,49,43,12,3,0.3557286255320575,0.018234249663144905
cmp_b0316.jpg,606,476,78,34,29,10,2,0.4296740294194791,0.0
cmp_b0317.jpg,403,953,110,55,43,8,4,0.2636480265112718,0.1434037894501205
cmp_b0318.jpg,592,491,85,42,38,12,3,0.2032065579130516,0.0038559008148465828
cmp_b0319.jpg,610,452,69,39,34,9,3,0.1986153481828186,0.12419521259460191
cmp_b0320.jpg,371,349,48,29,22,7,3,0.1891209608843537,0.0
cmp_b0321.jpg,482,492,56,29,22,8,2,0.2563530527989333,0.137511178725985
cmp_b0322.jpg,595,540,100,36,34,11,2,0.2449248773936712,0.026184953266909446
cmp_b0323.jpg,437,599,134,75,53,9,6,0.3677023352527191,0.09524310935282822
cmp_b0324.jpg,406,585,126,64,44,9,5,0.4020038681878274,0.19986624864254643
cmp_b0325.jpg,444,552,143,101,71,9,6,0.2959966522527549,0.08241791559965109
cmp_b0326.jpg,713,1024,95,63,47,10,5,0.4634174554432361,0.1557893252281394
cmp_b0327.jpg,647,596,128,85,65,14,4,0.5256550841276378,0.08055676899249434
cmp_b0328.jpg,456,638,121,53,43,10,4,0.4426326302915048,0.03326455252125865
cmp_b0329.jpg,419,411,49,19,18,8,2,0.1741251822143671,0.14209567301512896
cmp_b0330.jpg,554,700,92,65,48,9,5,0.3740618698978542,0.07901252548791145
cmp_b0331.jpg,658,559,61,35,24,9,3,0.2653768465114015,0.09200935423552559
cmp_b0332.jpg,700,591,60,32,24,9,2,0.233541801095283,0.03155159767776263
cmp_b0333.jpg,529,738,134,65,55,12,4,0.2734310697244976,0.08370545220046965
cmp_b0334.jpg,459,609,139,70,53,11,4,0.317727320272579,0.055233766486024516
cmp_b0335.jpg,373,590,122,61,52,7,7,0.299442669436985,0.22854898366665577
cmp_b0336.jpg,458,631,103,41,32,8,3,0.1482887261555467,0.04661748676265865
cmp_b0337.jpg,487,634,149,62,45,8,5,0.3421941839865186,0.23205161043843692
cmp_b0338.jpg,667,858,151,75,55,11,5,0.2985543022965715,0.07167322518998688
cmp_b0339.jpg,578,1011,130,73,56,11,5,0.5416201960503948,0.5475398047625715
cmp_b0340.jpg,416,685,119,63,43,8,4,0.2994987468671679,0.10256646511181496
cmp_b0341.jpg,438,626,120,60,42,9,5,0.2928718714043222,0.08832737285908525
cmp_b0342.jpg,323,497,84,51,39,6,5,0.456733850129199,0.00815208936183453
cmp_b0343.jpg,457,705,101,50,39,9,3,0.2762845175098809,0.04255505604192409
cmp_b0344.jpg,356,592,105,51,41,9,6,0.2054956418968828,0.06805040770941438
cmp_b0345.jpg,506,657,113,60,47,11,3,0.4398849832417553,0.06730415195685603
cmp_b0346.jpg,448,583,117,68,53,9,5,0.4664795980388184,0.08909862281853341
cmp_b0347.jpg,468,666,161,103,77,10,6,0.4013551183512995,0.06305607721976535
cmp_b0348.jpg,396,992,85,42,33,7,3,0.4248031408240201,0.309958065417948
cmp_b0349.jpg,473,568,88,56,42,9,3,0.3680058468218654,0.23334770982489433
cmp_b0350.jpg,207,1024,98,53,36,4,6,0.3209139993437341,0.16578755367373546
cmp_b0351.jpg,731,1024,113,70,62,15,4,0.2190845393176573,0.0628789017485846
cmp_b0352.jpg,786,1024,94,47,41,13,2,0.3157803241020679,0.0353363464749873
cmp_b0353.jpg,688,1024,132,66,55,10,4,0.5778419371814558,0.08181762442157807
cmp_b0354.jpg,531,885,73,42,33,6,5,0.2900833420743975,0.12471001556130486
cmp_b0355.jpg,386,810,158,67,52,10,4,0.2688747202893664,0.04876832552109305
cmp_b0356.jpg,766,672,104,50,46,13,3,0.4871442303407622,0.11288496328615516
cmp_b0357.jpg,724,718,98,49,42,11,3,0.2540179709686211,0.1614044829926576
cmp_b0358.jpg,454,487,68,39,28,7,5,0.2545266534419448,0.0202375296912114
cmp_b0359.jpg,710,884,143,84,69,14,3,0.2901296111665005,0.23619971316341598
cmp_b0360.jpg,452,542,140,71,50,9,5,0.37442972792564,0.12856087596669397
cmp_b0361.jpg,433,601,196,109,77,10,6,0.5309800299606907,0.21979220221583173
cmp_b0362.jpg,447,490,117,87,66,10,5,0.5212791991979349,0.548640842005302
cmp_b0363.jpg,622,468,153,88,68,14,4,0.3408781964143733,0.08915410869444194
cmp_b0364.jpg,482,614,183,86,68,11,5,0.1789432646883456,0.005624918465540659
cmp_b0365.jpg,365,529,158,81,59,8,6,0.3092247454972592,0.07574379465433857
cmp_b0366.jpg,363,631,172,89,64,9,6,0.801958616332333,0.2461292467466675
cmp_b0367.jpg,447,759,261,110,92,12,7,0.2693458634631269,0.11937743303806717
cmp_b0368.jpg,476,544,194,84,63,10,6,0.2528563419970333,0.029316592356213
cmp_b0369.jpg,446,455,159,71,52,9,4,0.32262496565162,0.07866813483820917
cmp_b0370.jpg,532,359,122,65,52,11,3,0.2104053236539625,0.04581734513780217
cmp_b0371.jpg,438,643,174,94,70,8,7,1.278340951260352,0.43661333454199336
cmp_b0372.jpg,447,433,181,82,56,11,4,0.3324241980761811,0.07575302110262731
cmp_b0373.jpg,445,643,173,131,91,9,9,2.63752240589524,0.8340583469689109
cmp_b0374.jpg,371,612,139,86,66,8,6,0.4334542568869742,0.17977273049695697
cmp_b0375.jpg,415,470,153,78,50,8,6,0.469859872232067,0.20658157130160057
cmp_b0376.jpg,606,554,128,69,55,11,4,0.388856188472122,0.23413221644820187
cmp_b0377.jpg,393,593,161,90,69,9,7,0.2533640617511967,0.04548987015229851
cmp_b0378.jpg,408,538,90,29,23,5,3,0.1130963550515526,0.0040150042383420214
